frame,x_min,y_min,x_max,y_max
"[[[ 29  60  67]
  [ 38  69  76]
  [ 28  59  66]
  ...
  [175 193 200]
  [175 193 200]
  [175 193 200]]

 [[ 23  55  60]
  [ 29  61  66]
  [ 28  60  65]
  ...
  [175 193 200]
  [175 193 200]
  [175 193 200]]

 [[ 32  64  69]
  [ 33  65  70]
  [ 29  61  66]
  ...
  [175 193 200]
  [175 193 200]
  [175 193 200]]

 ...

 [[  2  15  18]
  [  2  15  18]
  [  2  15  18]
  ...
  [ 20  43  49]
  [ 17  40  46]
  [ 17  40  46]]

 [[  2  15  18]
  [  2  15  18]
  [  2  15  18]
  ...
  [ 23  46  52]
  [ 19  42  48]
  [ 22  45  51]]

 [[  2  15  18]
  [  2  15  18]
  [  2  15  18]
  ...
  [ 23  46  52]
  [ 23  46  52]
  [ 28  51  57]]]",,,,
"[[[ 36  65  72]
  [ 34  63  70]
  [ 31  60  67]
  ...
  [175 193 200]
  [175 193 200]
  [175 193 200]]

 [[ 32  61  68]
  [ 32  61  68]
  [ 31  60  67]
  ...
  [175 193 200]
  [175 193 200]
  [175 193 200]]

 [[ 30  59  66]
  [ 31  60  67]
  [ 31  60  67]
  ...
  [175 193 200]
  [175 193 200]
  [175 193 200]]

 ...

 [[  0  14  19]
  [  0  14  19]
  [  0  14  19]
  ...
  [ 36  41  47]
  [ 31  39  43]
  [ 23  39  39]]

 [[  0  14  19]
  [  0  14  19]
  [  0  14  19]
  ...
  [ 34  38  47]
  [ 30  37  43]
  [ 22  37  40]]

 [[  0  14  19]
  [  0  14  19]
  [  0  14  19]
  ...
  [ 31  36  47]
  [ 29  37  46]
  [ 26  43  47]]]",,,,
"[[[ 18  49  56]
  [ 21  52  59]
  [ 25  56  65]
  ...
  [177 193 200]
  [177 193 200]
  [177 193 200]]

 [[ 19  50  57]
  [ 21  52  59]
  [ 24  55  64]
  ...
  [177 193 200]
  [177 193 200]
  [177 193 200]]

 [[ 21  52  59]
  [ 20  51  58]
  [ 21  52  61]
  ...
  [177 193 200]
  [177 193 200]
  [177 193 200]]

 ...

 [[  0  14  19]
  [  0  14  19]
  [  0  14  19]
  ...
  [ 36  43  44]
  [ 31  41  40]
  [ 22  39  35]]

 [[  0  14  19]
  [  0  14  19]
  [  0  14  19]
  ...
  [ 34  40  44]
  [ 30  39  40]
  [ 22  39  37]]

 [[  0  14  19]
  [  0  14  19]
  [  0  14  19]
  ...
  [ 31  38  44]
  [ 29  39  43]
  [ 27  46  45]]]",,,,
"[[[ 26  55  64]
  [ 30  59  68]
  [ 36  63  72]
  ...
  [175 193 200]
  [175 193 200]
  [175 193 200]]

 [[ 21  55  63]
  [ 21  57  65]
  [ 23  62  69]
  ...
  [175 193 200]
  [175 193 200]
  [175 193 200]]

 [[ 19  58  65]
  [ 20  59  66]
  [ 21  62  69]
  ...
  [175 193 200]
  [175 193 200]
  [175 193 200]]

 ...

 [[  0  14  19]
  [  0  14  19]
  [  0  14  19]
  ...
  [ 41  48  49]
  [ 39  44  44]
  [ 31  43  40]]

 [[  0  14  19]
  [  0  14  19]
  [  0  14  19]
  ...
  [ 39  45  49]
  [ 39  46  47]
  [ 32  44  43]]

 [[  0  14  19]
  [  0  14  19]
  [  0  14  19]
  ...
  [ 36  43  49]
  [ 38  44  48]
  [ 35  49  49]]]",87,25,237,280
"[[[ 26  58  71]
  [ 28  60  73]
  [ 30  57  71]
  ...
  [177 189 199]
  [177 189 199]
  [177 189 199]]

 [[ 16  55  67]
  [ 24  58  71]
  [ 25  52  66]
  ...
  [177 189 199]
  [177 189 199]
  [177 189 199]]

 [[ 14  53  65]
  [ 20  54  67]
  [ 18  45  59]
  ...
  [177 189 199]
  [177 189 199]
  [177 189 199]]

 ...

 [[  3  20  24]
  [  1  18  22]
  [  0  16  20]
  ...
  [ 40  47  48]
  [ 38  43  43]
  [ 35  45  42]]

 [[  1  18  22]
  [  0  17  21]
  [  0  16  20]
  ...
  [ 41  47  51]
  [ 39  46  47]
  [ 33  45  44]]

 [[  0  15  19]
  [  0  16  20]
  [  0  16  20]
  ...
  [ 36  43  49]
  [ 38  44  48]
  [ 34  48  48]]]",89,24,243,286
"[[[ 32  63  70]
  [ 32  63  70]
  [ 32  63  70]
  ...
  [179 190 198]
  [179 190 198]
  [179 190 198]]

 [[ 30  64  70]
  [ 30  64  70]
  [ 30  64  70]
  ...
  [179 190 198]
  [179 190 198]
  [179 190 198]]

 [[ 29  64  68]
  [ 29  64  68]
  [ 29  64  68]
  ...
  [179 190 198]
  [179 190 198]
  [179 190 198]]

 ...

 [[  4  13  19]
  [  4  13  19]
  [  4  13  19]
  ...
  [ 37  45  49]
  [ 24  38  38]
  [ 23  37  37]]

 [[  5  14  20]
  [  5  14  20]
  [  5  14  20]
  ...
  [ 33  42  48]
  [ 26  39  42]
  [ 25  38  41]]

 [[  5  14  20]
  [  5  14  20]
  [  5  14  20]
  ...
  [ 35  43  52]
  [ 30  44  49]
  [ 29  43  48]]]",94,24,247,282
"[[[ 35  64  71]
  [ 34  63  70]
  [ 31  60  67]
  ...
  [177 190 198]
  [177 190 198]
  [177 190 198]]

 [[ 29  58  65]
  [ 26  55  62]
  [ 26  55  62]
  ...
  [177 190 198]
  [177 190 198]
  [177 190 198]]

 [[ 29  56  65]
  [ 28  55  64]
  [ 33  57  67]
  ...
  [177 190 198]
  [177 190 198]
  [177 190 198]]

 ...

 [[  4  13  19]
  [  4  13  19]
  [  4  13  19]
  ...
  [ 29  43  43]
  [ 21  36  34]
  [ 18  33  31]]

 [[  5  14  20]
  [  5  14  20]
  [  5  14  20]
  ...
  [ 32  45  48]
  [ 22  41  40]
  [ 19  38  37]]

 [[  5  14  20]
  [  5  14  20]
  [  5  14  20]
  ...
  [ 30  44  49]
  [ 25  43  45]
  [ 22  40  42]]]",96,27,250,285
"[[[  8  61  64]
  [  8  61  64]
  [  7  60  63]
  ...
  [177 190 198]
  [177 190 198]
  [177 190 198]]

 [[ 10  61  66]
  [ 10  61  66]
  [  9  60  65]
  ...
  [177 190 198]
  [177 190 198]
  [177 190 198]]

 [[ 13  60  69]
  [ 13  60  69]
  [ 12  59  68]
  ...
  [176 189 197]
  [178 191 199]
  [178 191 199]]

 ...

 [[  0  11  16]
  [  0  12  17]
  [  0  14  19]
  ...
  [ 34  45  46]
  [ 32  43  44]
  [ 31  43  42]]

 [[  0  10  15]
  [  0  11  16]
  [  0  12  17]
  ...
  [ 36  51  54]
  [ 33  46  49]
  [ 28  42  42]]

 [[  0   9  14]
  [  0  10  15]
  [  0  11  16]
  ...
  [ 32  46  51]
  [ 33  45  50]
  [ 29  42  45]]]",87,25,258,286
"[[[ 28  58  63]
  [ 28  58  63]
  [ 27  57  62]
  ...
  [174 192 199]
  [174 192 199]
  [174 192 199]]

 [[ 30  57  64]
  [ 30  57  64]
  [ 29  56  63]
  ...
  [174 192 199]
  [174 192 199]
  [174 192 199]]

 [[ 33  57  67]
  [ 33  57  67]
  [ 32  56  66]
  ...
  [174 192 199]
  [174 192 199]
  [174 192 199]]

 ...

 [[  0  12  17]
  [  0  12  17]
  [  0  12  17]
  ...
  [ 19  38  42]
  [ 22  39  43]
  [ 26  44  46]]

 [[  0  11  16]
  [  0  11  16]
  [  0  11  16]
  ...
  [ 35  56  60]
  [ 33  52  56]
  [ 33  52  56]]

 [[  0  11  16]
  [  0  11  16]
  [  0  11  16]
  ...
  [ 30  53  59]
  [ 30  50  57]
  [ 26  46  53]]]",90,27,259,288
"[[[ 10  62  63]
  [ 11  63  64]
  [ 13  65  66]
  ...
  [172 192 199]
  [172 192 199]
  [172 192 199]]

 [[ 13  61  65]
  [ 13  61  65]
  [ 15  63  67]
  ...
  [172 192 199]
  [172 192 199]
  [172 192 199]]

 [[ 16  62  68]
  [ 17  63  69]
  [ 19  65  71]
  ...
  [172 192 199]
  [172 192 199]
  [172 192 199]]

 ...

 [[  0  12  17]
  [  0  12  17]
  [  0  12  17]
  ...
  [ 33  29  32]
  [ 31  27  30]
  [ 29  26  27]]

 [[  0  12  17]
  [  0  12  17]
  [  0  12  17]
  ...
  [ 45  47  49]
  [ 47  46  48]
  [ 51  50  52]]

 [[  0  12  17]
  [  0  12  17]
  [  0  12  17]
  ...
  [ 46  49  54]
  [ 49  50  55]
  [ 44  45  50]]]",93,29,264,293
"[[[ 34  60  72]
  [ 33  59  71]
  [ 32  59  68]
  ...
  [178 198 205]
  [172 192 199]
  [172 192 199]]

 [[ 34  60  72]
  [ 33  59  71]
  [ 32  59  68]
  ...
  [178 198 205]
  [172 192 199]
  [172 192 199]]

 [[ 34  60  72]
  [ 33  59  71]
  [ 32  59  68]
  ...
  [169 189 196]
  [171 191 198]
  [172 192 199]]

 ...

 [[  0  12  17]
  [  0  12  17]
  [  0  12  17]
  ...
  [ 33  32  34]
  [ 28  27  29]
  [ 27  26  28]]

 [[  0  12  17]
  [  0  12  17]
  [  0  12  17]
  ...
  [ 37  43  47]
  [ 29  32  37]
  [ 30  33  38]]

 [[  0  12  17]
  [  0  12  17]
  [  0  12  17]
  ...
  [ 32  40  44]
  [ 32  38  42]
  [ 33  39  43]]]",,,,
"[[[ 44  70  82]
  [ 41  67  79]
  [ 39  65  77]
  ...
  [177 197 204]
  [173 193 200]
  [172 192 199]]

 [[ 44  67  80]
  [ 43  66  79]
  [ 40  63  76]
  ...
  [176 196 203]
  [173 193 200]
  [172 192 199]]

 [[ 44  67  80]
  [ 42  65  78]
  [ 40  63  76]
  ...
  [173 193 200]
  [172 192 199]
  [172 192 199]]

 ...

 [[  0  12  17]
  [  0  12  17]
  [  0  12  17]
  ...
  [ 22  30  29]
  [ 20  28  27]
  [ 21  29  28]]

 [[  0  12  17]
  [  0  12  17]
  [  0  12  17]
  ...
  [ 26  40  40]
  [ 19  33  33]
  [ 13  27  27]]

 [[  0  12  17]
  [  0  12  17]
  [  0  12  17]
  ...
  [ 27  49  51]
  [ 22  44  46]
  [ 10  32  34]]]",,,,
"[[[ 30  68  78]
  [ 28  66  76]
  [ 27  65  75]
  ...
  [179 192 200]
  [179 192 200]
  [178 191 199]]

 [[ 26  66  76]
  [ 25  65  75]
  [ 23  63  73]
  ...
  [179 192 200]
  [179 192 200]
  [178 191 199]]

 [[ 23  65  75]
  [ 21  63  73]
  [ 20  62  72]
  ...
  [178 191 199]
  [178 191 199]
  [178 191 199]]

 ...

 [[  4  16  21]
  [  4  16  21]
  [  4  16  21]
  ...
  [ 36  34  30]
  [ 36  34  30]
  [ 37  35  31]]

 [[  5  17  22]
  [  5  17  22]
  [  5  17  22]
  ...
  [ 22  27  27]
  [ 24  29  29]
  [ 24  29  29]]

 [[  5  17  22]
  [  5  17  22]
  [  5  17  22]
  ...
  [ 19  30  31]
  [ 15  26  27]
  [ 15  26  27]]]",,,,
"[[[ 36  66  78]
  [ 34  64  76]
  [ 33  63  75]
  ...
  [181 197 204]
  [174 190 197]
  [168 184 191]]

 [[ 30  65  76]
  [ 29  64  75]
  [ 27  62  73]
  ...
  [173 189 196]
  [176 192 199]
  [171 187 194]]

 [[ 19  66  75]
  [ 17  64  73]
  [ 16  63  72]
  ...
  [178 194 201]
  [177 193 200]
  [175 191 198]]

 ...

 [[  2  17  20]
  [  2  17  20]
  [  2  17  20]
  ...
  [ 58  39  26]
  [ 59  40  27]
  [ 62  43  30]]

 [[  3  18  21]
  [  3  18  21]
  [  3  18  21]
  ...
  [ 45  32  23]
  [ 46  33  24]
  [ 45  32  23]]

 [[  3  18  21]
  [  3  18  21]
  [  3  18  21]
  ...
  [ 35  27  22]
  [ 33  25  20]
  [ 32  24  19]]]",,,,
"[[[ 36  66  78]
  [ 34  64  76]
  [ 33  63  75]
  ...
  [173 184 192]
  [173 184 192]
  [173 184 192]]

 [[ 30  65  76]
  [ 29  64  75]
  [ 27  62  73]
  ...
  [174 185 193]
  [174 185 193]
  [174 185 193]]

 [[ 19  66  75]
  [ 17  64  73]
  [ 16  63  72]
  ...
  [174 185 193]
  [174 185 193]
  [174 185 193]]

 ...

 [[  2  17  20]
  [  2  17  20]
  [  2  17  20]
  ...
  [ 73  49  37]
  [ 74  47  36]
  [ 75  48  37]]

 [[  3  18  21]
  [  3  18  21]
  [  3  18  21]
  ...
  [ 61  38  29]
  [ 70  45  36]
  [ 76  51  42]]

 [[  3  18  21]
  [  3  18  21]
  [  3  18  21]
  ...
  [ 51  31  23]
  [ 50  30  22]
  [ 51  31  23]]]",,,,
"[[[ 46  62  76]
  [ 44  60  74]
  [ 42  58  72]
  ...
  [167 185 192]
  [167 185 192]
  [167 185 192]]

 [[ 40  61  74]
  [ 39  60  73]
  [ 37  58  71]
  ...
  [168 186 193]
  [168 186 193]
  [168 186 193]]

 [[ 31  64  75]
  [ 29  62  73]
  [ 11  44  55]
  ...
  [169 187 194]
  [169 187 194]
  [169 187 194]]

 ...

 [[  1  16  19]
  [  1  16  19]
  [  1  16  19]
  ...
  [ 74  46  33]
  [ 68  42  29]
  [ 66  40  27]]

 [[  1  16  19]
  [  1  16  19]
  [  1  16  19]
  ...
  [ 75  48  37]
  [ 78  49  38]
  [ 80  51  40]]

 [[  0  15  18]
  [  0  15  18]
  [  0  15  18]
  ...
  [ 59  34  25]
  [ 67  39  31]
  [ 73  45  37]]]",,,,
"[[[ 26  66  76]
  [ 24  64  74]
  [ 22  62  72]
  ...
  [177 190 198]
  [177 190 198]
  [177 190 198]]

 [[ 30  63  74]
  [ 29  62  73]
  [ 27  60  71]
  ...
  [177 190 198]
  [177 190 198]
  [177 190 198]]

 [[ 41  62  75]
  [ 39  60  73]
  [ 21  42  55]
  ...
  [177 190 198]
  [177 190 198]
  [177 190 198]]

 ...

 [[  7  16  17]
  [  7  16  17]
  [  8  17  18]
  ...
  [ 60  42  39]
  [ 62  44  41]
  [ 59  41  38]]

 [[  7  16  17]
  [  7  16  17]
  [  8  17  18]
  ...
  [ 83  62  61]
  [ 65  44  43]
  [ 70  47  46]]

 [[  7  16  17]
  [  7  16  17]
  [  8  17  18]
  ...
  [ 72  51  50]
  [ 62  41  40]
  [ 68  45  44]]]",,,,
"[[[ 18  68  76]
  [ 16  66  74]
  [ 14  64  72]
  ...
  [175 191 198]
  [175 191 198]
  [175 191 198]]

 [[ 24  64  74]
  [ 23  63  73]
  [ 21  61  71]
  ...
  [175 191 198]
  [175 191 198]
  [175 191 198]]

 [[ 39  62  75]
  [ 37  60  73]
  [ 19  42  55]
  ...
  [175 191 198]
  [175 191 198]
  [175 191 198]]

 ...

 [[  5  16  17]
  [  6  17  18]
  [  7  18  19]
  ...
  [ 42  26  16]
  [ 48  32  22]
  [ 48  32  22]]

 [[  5  16  17]
  [  6  17  18]
  [  7  18  19]
  ...
  [ 67  44  37]
  [ 68  45  38]
  [ 70  47  40]]

 [[  5  16  17]
  [  6  17  18]
  [  7  18  19]
  ...
  [ 78  54  49]
  [ 71  47  42]
  [ 76  50  45]]]",,,,
"[[[ 37  77  87]
  [ 35  75  85]
  [ 33  73  83]
  ...
  [175 191 198]
  [175 191 198]
  [175 191 198]]

 [[ 49  72  85]
  [ 45  68  81]
  [ 42  65  78]
  ...
  [175 191 198]
  [175 191 198]
  [175 191 198]]

 [[ 49  70  83]
  [ 45  66  79]
  [ 43  64  77]
  ...
  [175 191 198]
  [175 191 198]
  [175 191 198]]

 ...

 [[  3  17  17]
  [  4  18  18]
  [  6  20  20]
  ...
  [ 40  32  22]
  [ 44  36  26]
  [ 46  38  28]]

 [[  3  17  17]
  [  4  18  18]
  [  5  19  19]
  ...
  [ 43  32  21]
  [ 44  33  22]
  [ 47  36  25]]

 [[  3  17  17]
  [  4  18  18]
  [  5  19  19]
  ...
  [ 65  49  41]
  [ 60  44  36]
  [ 58  42  34]]]",178,38,297,273
"[[[ 23  53  65]
  [ 28  58  70]
  [ 34  64  76]
  ...
  [175 191 198]
  [175 191 198]
  [175 191 198]]

 [[ 53  67  81]
  [ 45  59  73]
  [ 44  58  72]
  ...
  [175 191 198]
  [175 191 198]
  [175 191 198]]

 [[ 57  68  83]
  [ 52  63  78]
  [ 49  60  75]
  ...
  [175 191 198]
  [175 191 198]
  [175 191 198]]

 ...

 [[  0  21  23]
  [  0  20  22]
  [  0  19  21]
  ...
  [ 29  33  28]
  [ 28  32  27]
  [ 34  38  33]]

 [[  0  20  22]
  [  0  19  21]
  [  0  18  20]
  ...
  [ 29  33  28]
  [ 28  32  27]
  [ 29  33  28]]

 [[  0  19  21]
  [  0  18  20]
  [  0  17  19]
  ...
  [ 37  38  33]
  [ 34  35  30]
  [ 31  32  27]]]",181,40,301,272
"[[[ 38  69  76]
  [ 37  68  75]
  [ 35  66  73]
  ...
  [175 191 198]
  [175 191 198]
  [175 191 198]]

 [[ 40  69  76]
  [ 39  68  75]
  [ 37  66  73]
  ...
  [175 191 198]
  [175 191 198]
  [175 191 198]]

 [[ 42  69  76]
  [ 42  69  76]
  [ 39  66  73]
  ...
  [175 191 198]
  [175 191 198]
  [175 191 198]]

 ...

 [[  1  15  20]
  [  1  15  20]
  [  2  16  21]
  ...
  [ 36  32  28]
  [ 36  32  28]
  [ 42  38  34]]

 [[  1  15  20]
  [  1  15  20]
  [  2  16  21]
  ...
  [ 35  31  27]
  [ 33  29  25]
  [ 32  28  24]]

 [[  1  15  20]
  [  1  15  20]
  [  2  16  21]
  ...
  [ 36  32  28]
  [ 33  29  25]
  [ 29  25  21]]]",184,40,305,270
"[[[ 30  71  76]
  [ 29  70  75]
  [ 27  68  73]
  ...
  [174 192 199]
  [174 192 199]
  [174 192 199]]

 [[ 36  70  76]
  [ 35  69  75]
  [ 33  67  73]
  ...
  [175 193 200]
  [174 192 199]
  [174 192 199]]

 [[ 46  68  76]
  [ 46  68  76]
  [ 43  65  73]
  ...
  [173 193 200]
  [173 193 200]
  [173 193 200]]

 ...

 [[  1  15  20]
  [  1  15  20]
  [  2  16  21]
  ...
  [ 39  33  28]
  [ 39  33  28]
  [ 39  33  28]]

 [[  1  15  20]
  [  1  15  20]
  [  2  16  21]
  ...
  [ 34  36  29]
  [ 33  35  28]
  [ 37  39  32]]

 [[  1  15  20]
  [  1  15  20]
  [  2  16  21]
  ...
  [ 36  38  31]
  [ 33  35  28]
  [ 28  30  23]]]",189,42,307,269
"[[[ 29  65  71]
  [ 29  65  71]
  [ 26  68  71]
  ...
  [183 191 200]
  [184 192 201]
  [185 193 202]]

 [[ 33  64  71]
  [ 31  62  69]
  [ 30  65  69]
  ...
  [185 193 202]
  [185 193 202]
  [186 194 203]]

 [[ 42  61  70]
  [ 39  61  69]
  [ 37  62  68]
  ...
  [183 194 202]
  [184 195 203]
  [184 195 203]]

 ...

 [[  0  16  20]
  [  0  16  20]
  [  0  17  21]
  ...
  [ 44  33  24]
  [ 44  33  24]
  [ 44  33  24]]

 [[  0  16  20]
  [  0  16  20]
  [  0  17  21]
  ...
  [ 40  32  22]
  [ 40  32  22]
  [ 38  30  20]]

 [[  0  16  20]
  [  0  16  20]
  [  0  17  21]
  ...
  [ 37  33  23]
  [ 37  33  23]
  [ 40  36  26]]]",190,38,310,273
"[[[ 16  70  71]
  [ 13  71  73]
  [ 15  70  75]
  ...
  [179 195 202]
  [179 195 202]
  [179 195 202]]

 [[ 16  70  71]
  [ 13  71  73]
  [ 15  70  75]
  ...
  [181 197 204]
  [181 197 204]
  [181 197 204]]

 [[ 16  70  71]
  [ 13  71  73]
  [ 15  70  75]
  ...
  [179 195 202]
  [179 195 202]
  [179 195 202]]

 ...

 [[  0  16  20]
  [  0  16  20]
  [  0  17  21]
  ...
  [ 61  52  36]
  [ 60  51  35]
  [ 60  51  35]]

 [[  0  16  20]
  [  0  16  20]
  [  0  17  21]
  ...
  [ 49  38  22]
  [ 48  37  21]
  [ 48  37  21]]

 [[  0  16  20]
  [  0  16  20]
  [  0  17  21]
  ...
  [ 47  38  22]
  [ 49  40  24]
  [ 50  41  25]]]",193,37,309,274
"[[[ 31  67  73]
  [ 31  70  75]
  [ 29  70  77]
  ...
  [185 193 202]
  [185 193 202]
  [185 193 202]]

 [[ 30  66  72]
  [ 30  69  74]
  [ 27  68  75]
  ...
  [187 195 204]
  [187 195 204]
  [187 195 204]]

 [[ 32  66  72]
  [ 30  66  72]
  [ 24  63  70]
  ...
  [185 193 202]
  [185 193 202]
  [185 193 202]]

 ...

 [[  0  16  20]
  [  6  15  21]
  [ 19  13  21]
  ...
  [ 70  61  45]
  [ 68  59  43]
  [ 67  58  42]]

 [[  0  18  20]
  [  0  18  21]
  [  6  15  21]
  ...
  [ 60  51  35]
  [ 60  51  35]
  [ 62  53  37]]

 [[  0  20  20]
  [  0  19  21]
  [  0  17  21]
  ...
  [ 46  35  19]
  [ 48  37  21]
  [ 49  38  22]]]",195,41,312,277
"[[[ 31  66  77]
  [ 31  69  79]
  [ 29  68  80]
  ...
  [173 193 200]
  [174 194 201]
  [174 194 201]]

 [[ 30  65  76]
  [ 30  68  78]
  [ 29  68  80]
  ...
  [173 193 200]
  [174 194 201]
  [173 193 200]]

 [[ 32  65  76]
  [ 31  66  77]
  [ 31  68  80]
  ...
  [174 194 201]
  [175 195 202]
  [173 193 200]]

 ...

 [[  1  15  20]
  [  6  15  21]
  [ 17  14  21]
  ...
  [ 85  66  53]
  [ 83  64  51]
  [ 79  60  47]]

 [[  0  17  20]
  [  0  17  21]
  [  6  15  21]
  ...
  [ 81  63  48]
  [ 84  66  51]
  [ 77  59  44]]

 [[  0  18  20]
  [  0  18  21]
  [  2  16  21]
  ...
  [ 70  49  35]
  [ 73  55  40]
  [ 70  52  37]]]",198,39,316,280
"[[[ 37  73  79]
  [ 32  71  76]
  [ 28  69  76]
  ...
  [173 193 200]
  [174 194 201]
  [174 194 201]]

 [[ 35  71  77]
  [ 32  71  76]
  [ 28  69  76]
  ...
  [173 193 200]
  [174 194 201]
  [173 193 200]]

 [[ 35  69  75]
  [ 34  70  76]
  [ 32  71  78]
  ...
  [174 194 201]
  [175 195 202]
  [173 193 200]]

 ...

 [[  0  17  19]
  [  0  18  20]
  [ 10  16  20]
  ...
  [101  85  75]
  [ 97  79  69]
  [ 93  73  63]]

 [[  0  19  19]
  [  0  20  20]
  [  0  18  20]
  ...
  [ 88  71  58]
  [ 85  66  53]
  [ 84  65  52]]

 [[  0  21  19]
  [  0  20  20]
  [  0  18  20]
  ...
  [ 82  66  51]
  [ 84  66  51]
  [ 82  64  49]]]",201,38,319,280
"[[[ 37  73  79]
  [ 32  71  76]
  [ 28  69  76]
  ...
  [181 194 202]
  [182 195 203]
  [184 197 205]]

 [[ 35  71  77]
  [ 32  71  76]
  [ 28  69  76]
  ...
  [181 194 202]
  [182 195 203]
  [185 198 206]]

 [[ 35  69  75]
  [ 34  70  76]
  [ 32  71  78]
  ...
  [180 193 201]
  [183 196 204]
  [185 198 206]]

 ...

 [[  1  17  17]
  [  6  17  18]
  [ 17  16  18]
  ...
  [155 144 141]
  [139 123 121]
  [125 106 105]]

 [[  0  19  17]
  [  0  19  18]
  [  6  17  18]
  ...
  [103  89  82]
  [ 94  78  70]
  [ 80  62  54]]

 [[  0  20  17]
  [  0  20  18]
  [  2  18  18]
  ...
  [ 89  73  63]
  [ 87  69  59]
  [ 77  59  49]]]",204,36,325,281
"[[[ 31  64  75]
  [ 35  65  77]
  [ 34  62  74]
  ...
  [175 193 200]
  [175 193 200]
  [175 193 200]]

 [[ 32  65  76]
  [ 29  62  73]
  [ 33  61  73]
  ...
  [175 193 200]
  [175 193 200]
  [175 193 200]]

 [[ 29  62  73]
  [ 26  59  70]
  [ 29  60  69]
  ...
  [175 193 200]
  [175 193 200]
  [175 193 200]]

 ...

 [[  2  26  29]
  [  3  24  28]
  [  6  20  25]
  ...
  [165 158 164]
  [162 151 155]
  [162 151 155]]

 [[  0  24  25]
  [  0  23  25]
  [  0  20  24]
  ...
  [163 153 155]
  [154 139 142]
  [139 122 125]]

 [[  0  24  22]
  [  0  23  22]
  [  0  19  22]
  ...
  [123 110 106]
  [109  92  86]
  [ 93  74  68]]]",208,44,325,280
"[[[ 23  59  67]
  [ 27  61  69]
  [ 33  66  77]
  ...
  [175 188 196]
  [175 188 196]
  [175 188 196]]

 [[ 30  66  74]
  [ 32  63  72]
  [ 34  64  76]
  ...
  [176 189 197]
  [176 189 197]
  [176 189 197]]

 [[ 30  66  74]
  [ 29  63  71]
  [ 32  62  74]
  ...
  [177 190 198]
  [177 190 198]
  [177 190 198]]

 ...

 [[ 10  23  31]
  [ 11  22  30]
  [ 14  18  27]
  ...
  [170 174 176]
  [176 175 177]
  [177 172 173]]

 [[  0  22  27]
  [  1  20  27]
  [  7  18  26]
  ...
  [165 165 165]
  [168 163 162]
  [179 170 167]]

 [[  0  22  23]
  [  0  21  23]
  [  3  16  24]
  ...
  [163 158 157]
  [158 148 148]
  [140 128 128]]]",210,43,327,282
"[[[ 36  57  70]
  [ 41  62  75]
  [ 45  66  79]
  ...
  [178 194 201]
  [176 192 199]
  [185 201 208]]

 [[ 45  66  79]
  [ 45  63  77]
  [ 46  64  78]
  ...
  [178 194 201]
  [184 200 207]
  [176 192 199]]

 [[ 41  64  77]
  [ 41  64  77]
  [ 43  64  77]
  ...
  [177 193 200]
  [183 199 206]
  [175 191 198]]

 ...

 [[  0  18  20]
  [  0  18  20]
  [  0  18  20]
  ...
  [156 168 178]
  [158 168 178]
  [158 168 178]]

 [[  0  18  20]
  [  0  18  20]
  [  0  18  20]
  ...
  [158 168 178]
  [158 168 178]
  [158 168 178]]

 [[  0  18  20]
  [  0  18  20]
  [  0  18  20]
  ...
  [158 168 178]
  [158 168 178]
  [158 168 178]]]",213,49,328,283
"[[[ 32  60  72]
  [ 38  66  78]
  [ 41  69  81]
  ...
  [178 194 201]
  [176 192 199]
  [185 201 208]]

 [[ 42  70  82]
  [ 39  67  79]
  [ 40  68  80]
  ...
  [178 194 201]
  [184 200 207]
  [176 192 199]]

 [[ 33  66  77]
  [ 35  68  79]
  [ 35  68  79]
  ...
  [177 193 200]
  [183 199 206]
  [175 191 198]]

 ...

 [[  0  17  21]
  [  0  17  21]
  [  2  16  21]
  ...
  [151 173 183]
  [151 173 183]
  [150 172 182]]

 [[  0  17  21]
  [  0  17  21]
  [  2  16  21]
  ...
  [151 173 183]
  [151 173 183]
  [150 172 182]]

 [[  0  17  21]
  [  0  17  21]
  [  2  16  21]
  ...
  [151 173 183]
  [151 173 183]
  [150 172 182]]]",214,51,331,280
"[[[ 47  71  81]
  [ 42  69  78]
  [ 37  68  77]
  ...
  [173 193 200]
  [171 191 198]
  [179 199 206]]

 [[ 38  62  72]
  [ 41  68  77]
  [ 39  70  79]
  ...
  [175 195 202]
  [183 203 210]
  [170 190 197]]

 [[ 31  55  65]
  [ 40  67  76]
  [ 37  68  77]
  ...
  [173 193 200]
  [172 192 199]
  [169 189 196]]

 ...

 [[  0  12  17]
  [  0  12  17]
  [  0  12  17]
  ...
  [166 170 179]
  [166 167 177]
  [167 165 177]]

 [[  0  12  17]
  [  0  12  17]
  [  0  12  17]
  ...
  [170 174 183]
  [167 168 178]
  [168 166 178]]

 [[  0  12  17]
  [  0  12  17]
  [  0  12  17]
  ...
  [164 168 177]
  [167 168 178]
  [169 167 179]]]",214,48,338,280
